Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,source_file,doc_id,cmo_id,outcome
IPTN becomes a financially unsustainable “white elephant” with excess capacity.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_010,IPTN becomes a financially unsustainable “white elephant” with excess capacity.
Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.,32,32_indonesia_indigenous_n250_measurable,"['indonesia', 'indigenous', 'n250', 'measurable', 'sustainmentrelated', 'prototypes', 'institutions', 'illusory', 'dry', 'sparingly']","['Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology.', 'Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.', 'Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.']",indonesia - indigenous - n250 - measurable - sustainmentrelated - prototypes - institutions - illusory - dry - sparingly,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_011,Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.
"IPTN (IAe) downsizes, shelves N-250/N-2130, and falls back on limited production/marketing of CN-235 with slow sales.",-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_012,"IPTN (IAe) downsizes, shelves N-250/N-2130, and falls back on limited production/marketing of CN-235 with slow sales."
Singapore develops strong MRO and upgrade capacity aligned to operational requirements.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_013,Singapore develops strong MRO and upgrade capacity aligned to operational requirements.
Singapore expands domestic MRO and system-upgrade capabilities through structured industrial cooperation.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_014,Singapore expands domestic MRO and system-upgrade capabilities through structured industrial cooperation.
Singapore improves its ability to overhaul key systems and subsystems for readiness and lifecycle support.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_015,Singapore improves its ability to overhaul key systems and subsystems for readiness and lifecycle support.
Singapore develops indigenous naval platforms and indigenous small arms after earlier licensed production.,29,29_singapore_warships_selected_indigenous,"['singapore', 'warships', 'selected', 'indigenous', 'worlds', 'five', 'locally', 'hosts', 'nextgeneration', 'rungs']","['Singapore develops indigenous naval platforms and indigenous small arms after earlier licensed production.', 'Singapore remains self-sufficient only in selected categories and continues licensing for next-generation warships.', 'Singapore remains at lower rungs of the ladder and sustains selected indigenous capabilities.']",singapore - warships - selected - indigenous - worlds - five - locally - hosts - nextgeneration - rungs,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_016,Singapore develops indigenous naval platforms and indigenous small arms after earlier licensed production.
Singapore remains self-sufficient only in selected categories and continues licensing for next-generation warships.,29,29_singapore_warships_selected_indigenous,"['singapore', 'warships', 'selected', 'indigenous', 'worlds', 'five', 'locally', 'hosts', 'nextgeneration', 'rungs']","['Singapore develops indigenous naval platforms and indigenous small arms after earlier licensed production.', 'Singapore remains self-sufficient only in selected categories and continues licensing for next-generation warships.', 'Singapore remains at lower rungs of the ladder and sustains selected indigenous capabilities.']",singapore - warships - selected - indigenous - worlds - five - locally - hosts - nextgeneration - rungs,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_017,Singapore remains self-sufficient only in selected categories and continues licensing for next-generation warships.
Singapore remains at lower rungs of the ladder and sustains selected indigenous capabilities.,29,29_singapore_warships_selected_indigenous,"['singapore', 'warships', 'selected', 'indigenous', 'worlds', 'five', 'locally', 'hosts', 'nextgeneration', 'rungs']","['Singapore develops indigenous naval platforms and indigenous small arms after earlier licensed production.', 'Singapore remains self-sufficient only in selected categories and continues licensing for next-generation warships.', 'Singapore remains at lower rungs of the ladder and sustains selected indigenous capabilities.']",singapore - warships - selected - indigenous - worlds - five - locally - hosts - nextgeneration - rungs,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_018,Singapore remains at lower rungs of the ladder and sustains selected indigenous capabilities.
"Singapore’s defense industry becomes more financially resilient, with substantial revenue from non-military work.",21,21_defense_industry_itself_singapores,"['defense', 'industry', 'itself', 'singapores', 'nonviable', 'militaryindustrial', 'cartellike', 'below', 'defenserelated', 'revenue']","['Sustaining defense-related industry capabilities is difficult even when offsets fund initial investments.', 'Japan’s defense industry operates far below capacity and struggles to sustain itself.', 'Singapore’s defense industry becomes more financially resilient, with substantial revenue from non-military work.']",defense - industry - itself - singapores - nonviable - militaryindustrial - cartellike - below - defenserelated - revenue,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_019,"Singapore’s defense industry becomes more financially resilient, with substantial revenue from non-military work."
