chunk_id,file_id,outcome_statement,topic,umap_0,umap_1
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_006,09-nordic-offset-policies-changes-and-challenges.pdf,Nordic policies allow banking but impose constraints (especially Sweden and Denmark) to limit over-reliance on prior credits.,14,9.816915,5.819635
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_007,09-nordic-offset-policies-changes-and-challenges.pdf,"Enforcement design varies, trading off price impacts against compliance incentives.",-1,9.532943,6.0806127
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_008,09-nordic-offset-policies-changes-and-challenges.pdf,Offsets are constrained to a secondary role in procurement evaluation.,2,7.647668,6.4791636
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_009,09-nordic-offset-policies-changes-and-challenges.pdf,Offsets can enable follow-on export work beyond the initial domestic acquisition.,-1,7.1669345,8.341908
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_010,09-nordic-offset-policies-changes-and-challenges.pdf,Small states face a cost-versus-participation tradeoff and may lower expectations or rely more on direct imports.,6,6.5573936,8.225675
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_011,09-nordic-offset-policies-changes-and-challenges.pdf,National conclusions on net gains are controversial and improved data/regular reviews are needed for better evaluation.,1,10.03385,8.362492
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_012,09-nordic-offset-policies-changes-and-challenges.pdf,Policies become more flexible about offset percentage demands to manage cost-benefit tradeoffs.,14,9.064679,6.8732977
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_001,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Offsets become a common practice and are demanded for most major arms import programs.,-1,7.408645,7.856508
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_002,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Empirical evaluation of offsets is difficult and often reliant on goodwill and partial information.,10,10.294297,7.9719467
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_003,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Net economic impact estimates are inherently uncertain and contested.,-1,9.493596,8.238502
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_004,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Cost-benefit evaluation is often impossible because the additional cost of offsets is unknown.,10,10.285155,8.376063
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_005,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Offset impacts must be assessed case-by-case and general claims about “offsets” are unreliable.,10,10.285308,7.78536
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_006,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,High recorded fulfillment (contracts placed) does not demonstrate real additionality or reliable goal achievement.,1,9.401853,8.784027
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_007,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Economic policy goals (employment and SME export support) are not satisfactorily achieved despite high nominal fulfillment rates.,1,9.34614,8.81542
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_008,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Management costs are significant and cost-benefit analysis is undermined, prompting recommendations for better advance planning and fewer targeted activities.",2,8.143961,6.932658
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_009,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Auditors question whether 100% offsets are expedient and recommend more limited compensation and targeted activities.,8,9.246244,6.930812
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_010,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Different evaluators reach seemingly contradictory conclusions about offset success depending on metric and time horizon.,10,10.312964,7.940699
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_011,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Offsets are used to mitigate expected employment cuts associated with a smaller domestic fighter program.,3,6.882362,6.3379474
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_012,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Formal fulfillment may look satisfactory while effects and goal achievement remain uncertain, especially for indirect offsets.",1,9.6911745,6.938728
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_013,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Offset administration weaknesses undermine long-term goals and create risks of higher procurement costs.,2,7.7855463,6.499225
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_014,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Auditors recommend clearer policy and administration to improve goal achievement and auditability.,1,9.915232,8.223059
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_015,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Sweden’s early policy design favored indirect offsets to avoid procurement inflation driven by employment maintenance incentives.,2,8.150964,6.3487234
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_016,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Offset demands are redirected toward defense-industrial capability and maintenance/technology competence.,3,6.377454,6.2594495
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_017,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Domestic maintenance and modification competence is strengthened for the imported system.,0,4.629666,8.907458
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_018,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Broader defense technological competence is supported beyond the specific imported system.,0,4.345035,7.5606365
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_001,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Belgium’s defense industrial base is maintained and technical prowess is improved.,0,4.4942775,7.849293
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_002,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Economic activity increases in non-military sectors (intended effect).,20,5.5228286,6.911839
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_003,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Indirect offsets deliver limited additional activity and marginal macroeconomic effects.,-1,8.865868,8.244145
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_004,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Belgium sustains aircraft/engine manufacturing capabilities and acquires advanced technological know-how.,-1,5.217966,8.680107
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_005,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Defense purchases become easier to approve and justify domestically.,0,5.123196,6.872401
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_006,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Purchasers pay higher prices than under competition and overall welfare declines.,-1,7.249067,7.2553816
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_007,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Idle capital and inefficient production capacity result.,5,6.71286,8.892437
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_008,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Long-run government investment policy becomes difficult and capability development is uneven.,0,4.775658,7.73693
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_009,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Offset-driven gains are short-term and provide little long-run industrial strengthening.,22,8.705966,7.589103
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_010,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Industrial restructuring is inhibited and inefficiencies persist.,5,6.946122,8.937971
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_011,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,The buyer misses opportunities to share in R&D and deepen technological participation.,23,7.221013,9.801152
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_012,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,The effective additionality of offset obligations is reduced.,1,9.753163,6.597438
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_013,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Belgium pays a sizable procurement penalty that crowds out other defense budget categories.,3,5.1749005,6.8224874
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_014,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Offset implementation becomes politically contested and less strategically coherent.,4,9.9497385,7.8674684
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_015,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Domestic firms become more competitive and better positioned for participation in a pan-European defense market.,0,4.8675294,7.742254
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_016,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Industry restructuring and market integration are delayed or distorted.,5,6.9247546,9.021925
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_017,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Belgium places substantial arms orders without offset requirements while a new policy framework is debated.,-1,8.665349,8.781622
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_018,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,Short-run strengthening is accompanied by inhibited international cooperation and a weaker long-run defense-industrial position.,0,4.5377,7.77948
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_001,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Poland engages readily in modern defense offset deals and can negotiate within a “smoke-and-mirrors” environment.,18,6.6107516,6.631165
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_002,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Poland adopts NATO procurement standards and uses offsets to assist development of domestic industry alongside modernization.,18,6.724609,6.7304106
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_003,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Offset packages are used to secure work for domestic industry and support industrial recovery objectives.,3,7.493136,7.041281
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_004,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Acquisitions are accompanied by substantial direct industrial participation aimed at zbrojeniowka.,12,5.874347,7.812093
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_005,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Reported offset package values can diverge materially from underlying nominal values and become less transparent.,7,8.991118,6.5773654
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_006,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Suppliers face strong formal incentives to complete offset obligations within the agreed timeframe.,16,9.678961,6.094497
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_007,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Defense acquisitions and associated offsets can be negotiated with reduced transparency and accountability.,3,6.656559,6.022844
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_008,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Foreign procurement is coupled with domestic partnering and licensing arrangements that enable local participation.,12,5.7917185,7.5495906
12_the_defense_industry_in_poland_an_offsets_based_revival_pdf__cmo_009,12-the-defense-industry-in-poland-an-offsets-based-revival.pdf,Offset obligations are incorporated into the acquisition package and can be made more specific through project-based master agreements.,1,10.107808,6.7139864
